Sample: svediakorp-sec452-NyblomH_FantasierFyra, time period: 1850-1900
Metric	Precision	Recall	F1
Metric	Precision	Recall	F1
compound	1.0000	1.0000	1.0000
expl	0.0000	0.0000	0.0000
fixed	0.0000	0.0000	0.0000
obl	0.5714	0.4444	0.5000
nummod	0.0000	0.0000	0.0000
flat	0.6667	1.0000	0.8000
advcl	0.0000	0.0000	0.0000
cc	0.7500	0.7500	0.7500
goeswith	0.0000	0.0000	0.0000
aux	0.5000	1.0000	0.6667
case	0.9000	0.9000	0.9000
conj	0.2000	0.2500	0.2222
orphan	0.0000	0.0000	0.0000
appos	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
acl	1.0000	0.3333	0.5000
csubj	0.0000	0.0000	0.0000
ccomp	0.0000	0.0000	0.0000
det	0.7500	1.0000	0.8571
vocative	0.0000	0.0000	0.0000
advmod	1.0000	0.6667	0.8000
mark	1.0000	1.0000	1.0000
nmod	0.7778	0.7778	0.7778
punct	0.8750	0.8750	0.8750
reparandum	0.0000	0.0000	0.0000
amod	0.7143	0.6250	0.6667
xcomp	0.0000	0.0000	0.0000
cop	1.0000	1.0000	1.0000
nsubj	0.7500	0.8571	0.8000
dep	0.0000	0.0000	0.0000
iobj	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
parataxis	0.0000	0.0000	0.0000
obj	0.6667	0.6667	0.6667
root	1.0000	1.0000	1.0000
TOTAL	0.7284	0.7284	0.7284

Sample: svediakorp-sec988-spf145, time period: 1800-1850
Metric	Precision	Recall	F1
compound	0.0000	0.0000	0.0000
expl	1.0000	1.0000	1.0000
fixed	0.0000	0.0000	0.0000
obl	0.7500	0.7500	0.7500
nummod	0.0000	0.0000	0.0000
flat	0.0000	0.0000	0.0000
advcl	0.2857	0.6667	0.4000
cc	1.0000	1.0000	1.0000
goeswith	0.0000	0.0000	0.0000
aux	1.0000	1.0000	1.0000
case	1.0000	0.8235	0.9032
conj	1.0000	1.0000	1.0000
orphan	0.0000	0.0000	0.0000
appos	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
acl	0.8000	1.0000	0.8889
csubj	1.0000	1.0000	1.0000
ccomp	1.0000	1.0000	1.0000
det	1.0000	1.0000	1.0000
vocative	0.0000	0.0000	0.0000
advmod	0.9167	0.9167	0.9167
mark	1.0000	1.0000	1.0000
nmod	0.8889	0.7273	0.8000
punct	1.0000	1.0000	1.0000
reparandum	0.0000	0.0000	0.0000
amod	1.0000	1.0000	1.0000
xcomp	0.3333	0.2000	0.2500
cop	1.0000	0.7500	0.8571
nsubj	0.9333	0.8235	0.8750
dep	0.0000	0.0000	0.0000
iobj	1.0000	1.0000	1.0000
clf	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
parataxis	1.0000	0.5714	0.7273
obj	0.5714	0.8889	0.6957
root	0.6000	0.6000	0.6000
TOTAL	0.8545	0.8494	0.8520

Sample: svediakorp-sec1063-spf220, time period: 1850-1900
Metric	Precision	Recall	F1
compound	0.0000	0.0000	0.0000
expl	0.0000	0.0000	0.0000
fixed	1.0000	1.0000	1.0000
obl	1.0000	1.0000	1.0000
nummod	0.0000	0.0000	0.0000
flat	0.0000	0.0000	0.0000
advcl	0.7500	0.7500	0.7500
cc	1.0000	1.0000	1.0000
goeswith	0.0000	0.0000	0.0000
aux	0.6667	1.0000	0.8000
case	1.0000	1.0000	1.0000
conj	0.8750	1.0000	0.9333
orphan	0.0000	0.0000	0.0000
appos	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
acl	1.0000	0.6667	0.8000
csubj	0.0000	0.0000	0.0000
ccomp	0.5000	1.0000	0.6667
det	1.0000	1.0000	1.0000
vocative	0.0000	0.0000	0.0000
advmod	0.9000	0.9000	0.9000
mark	1.0000	0.8750	0.9333
nmod	1.0000	0.8750	0.9333
punct	1.0000	1.0000	1.0000
reparandum	0.0000	0.0000	0.0000
amod	1.0000	1.0000	1.0000
xcomp	1.0000	0.5000	0.6667
cop	1.0000	1.0000	1.0000
nsubj	0.8235	1.0000	0.9032
dep	0.0000	0.0000	0.0000
iobj	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
dislocated	1.0000	1.0000	1.0000
list	0.0000	0.0000	0.0000
parataxis	0.0000	0.0000	0.0000
obj	0.8750	0.7000	0.7778
root	1.0000	0.8333	0.9091
TOTAL	0.9384	0.9320	0.9352

----------------------------------------------------------------------
Average scores for time period 1700-1750(3 samples with a total of 15 sentences):
Metric	Precision	Recall	F1
compound	0.1667	0.2222	0.1905
expl	0.3333	0.3333	0.3333
fixed	0.0000	0.0000	0.0000
obl	0.5833	0.6228	0.5839
nummod	0.3333	0.2222	0.2667
flat	0.0667	0.1667	0.0952
advcl	0.1515	0.2381	0.1852
cc	0.9190	0.9190	0.9190
goeswith	0.0000	0.0000	0.0000
aux	0.6333	0.4167	0.4949
case	0.8959	0.7323	0.8000
conj	0.2372	0.4444	0.3030
orphan	0.0000	0.0000	0.0000
appos	0.0000	0.0000	0.0000
discourse	0.1667	0.1667	0.1667
acl	0.4872	0.5333	0.5072
csubj	0.0000	0.0000	0.0000
ccomp	0.2000	0.1429	0.1667
det	0.9524	0.6833	0.7425
vocative	0.0000	0.0000	0.0000
advmod	0.6389	0.5462	0.5845
mark	0.5000	0.4500	0.4722
nmod	0.5632	0.7222	0.6268
punct	0.9365	0.9815	0.9573
reparandum	0.0000	0.0000	0.0000
amod	0.8838	0.5880	0.7027
xcomp	0.3000	0.4667	0.3556
cop	0.3333	0.2667	0.2963
nsubj	0.5185	0.5375	0.5248
dep	0.0000	0.0000	0.0000
iobj	0.1667	0.1667	0.1667
clf	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
parataxis	0.0000	0.0000	0.0000
obj	0.4591	0.6083	0.5140
root	0.4619	0.5333	0.4929
TOTAL	0.6356	0.6397	0.6376

Average scores for time period 1750-1800(2 samples with a total of 17 sentences):
Metric	Precision	Recall	F1
compound	0.0000	0.0000	0.0000
expl	1.0000	1.0000	1.0000
fixed	0.0000	0.0000	0.0000
obl	0.5262	0.4516	0.4823
nummod	0.0000	0.0000	0.0000
flat	0.5294	0.5294	0.5294
advcl	0.1991	0.4100	0.2594
cc	0.5885	0.6538	0.6194
goeswith	0.0000	0.0000	0.0000
aux	0.6714	0.4949	0.5628
case	0.6429	0.7017	0.6704
conj	0.3231	0.4306	0.3691
orphan	0.0000	0.0000	0.0000
appos	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
acl	0.5158	0.4492	0.4739
csubj	0.0000	0.0000	0.0000
ccomp	1.0000	0.2500	0.4000
det	0.7698	0.7515	0.7604
vocative	0.0000	0.0000	0.0000
advmod	0.6559	0.6251	0.6354
mark	0.6946	0.5498	0.6135
nmod	0.6362	0.6807	0.6548
punct	0.6824	0.6824	0.6824
reparandum	0.0000	0.0000	0.0000
amod	0.6092	0.6035	0.6045
xcomp	0.7112	0.4603	0.5528
cop	0.6471	0.6218	0.6335
nsubj	0.6172	0.6227	0.6194
dep	0.0000	0.0000	0.0000
iobj	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
parataxis	0.0000	0.0000	0.0000
obj	0.6096	0.5688	0.5880
root	0.4559	0.5882	0.5135
TOTAL	0.5853	0.5853	0.5853

Average scores for time period 1800-1850(6 samples with a total of 28 sentences):
Metric	Precision	Recall	F1
compound	0.6429	0.6429	0.6429
expl	0.1786	0.1786	0.1786
fixed	0.0000	0.0000	0.0000
obl	0.8107	0.7187	0.7601
nummod	0.2857	0.2857	0.2857
flat	0.1429	0.2857	0.1878
advcl	0.2713	0.4286	0.3214
cc	0.8649	0.8693	0.8664
goeswith	0.0000	0.0000	0.0000
aux	0.8893	1.0000	0.9325
case	0.9546	0.9231	0.9373
conj	0.5584	0.6790	0.6074
orphan	0.0000	0.0000	0.0000
appos	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
acl	0.8095	0.5384	0.6057
csubj	0.2679	0.3571	0.2976
ccomp	0.5179	0.5179	0.5179
det	0.9732	0.9702	0.9685
vocative	0.0000	0.0000	0.0000
advmod	0.8869	0.8981	0.8854
mark	0.8750	0.8236	0.8360
nmod	0.8742	0.8569	0.8618
punct	0.9810	0.9635	0.9721
reparandum	0.0000	0.0000	0.0000
amod	0.9381	0.8454	0.8870
xcomp	0.2905	0.2755	0.2708
cop	0.5982	0.4962	0.5362
nsubj	0.8418	0.8499	0.8444
dep	0.0000	0.0000	0.0000
iobj	0.3571	0.3571	0.3571
clf	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
parataxis	0.3095	0.2628	0.2727
obj	0.6887	0.7336	0.6954
root	0.8282	0.7500	0.7781
TOTAL	0.8371	0.8289	0.8330

Average scores for time period 1850-1900(5 samples with a total of 24 sentences):
Metric	Precision	Recall	F1
compound	0.4167	0.4167	0.4167
expl	0.0000	0.0000	0.0000
fixed	0.2500	0.2500	0.2500
obl	0.8843	0.8406	0.8591
nummod	0.1250	0.1250	0.1250
flat	0.4167	0.3125	0.3472
advcl	0.5694	0.6042	0.5679
cc	1.0000	0.8958	0.9306
goeswith	0.0000	0.0000	0.0000
aux	0.4688	0.4479	0.4326
case	0.9792	0.9255	0.9494
conj	0.7431	0.7715	0.7500
orphan	0.0000	0.0000	0.0000
appos	0.3333	0.2292	0.2639
discourse	0.0000	0.0000	0.0000
acl	0.7500	0.6250	0.6769
csubj	0.0000	0.0000	0.0000
ccomp	0.1250	0.2500	0.1667
det	0.9811	1.0000	0.9901
vocative	0.0000	0.0000	0.0000
advmod	0.8038	0.8875	0.8383
mark	0.8103	0.9427	0.8531
nmod	0.8611	0.8753	0.8471
punct	1.0000	1.0000	1.0000
reparandum	0.0000	0.0000	0.0000
amod	1.0000	0.9702	0.9840
xcomp	0.7917	0.4167	0.5444
cop	0.6667	0.6667	0.6667
nsubj	0.8666	0.9701	0.9140
dep	0.0000	0.0000	0.0000
iobj	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
dislocated	0.2500	0.2500	0.2500
list	0.0000	0.0000	0.0000
parataxis	0.1042	0.2083	0.1389
obj	0.8371	0.7776	0.7998
root	0.7976	0.7917	0.7898
TOTAL	0.8780	0.8764	0.8772

Average scores for time period 1900-1950(5 samples with a total of 25 sentences):
Metric	Precision	Recall	F1
compound	0.9500	0.9500	0.9500
expl	0.2000	0.2000	0.2000
fixed	0.1000	0.2000	0.1333
obl	0.8833	0.8278	0.8467
nummod	0.0000	0.0000	0.0000
flat	0.2000	0.2000	0.2000
advcl	0.4857	0.7200	0.5600
cc	1.0000	0.9600	0.9778
goeswith	0.0000	0.0000	0.0000
aux	0.9333	0.9750	0.9467
case	0.9958	0.9374	0.9647
conj	0.7643	0.8363	0.7825
orphan	0.0000	0.0000	0.0000
appos	0.4000	0.4667	0.4286
discourse	0.2000	0.2000	0.2000
acl	0.8900	0.9167	0.8965
csubj	0.2000	0.1000	0.1333
ccomp	0.4000	0.3333	0.3600
det	0.9895	0.9750	0.9813
vocative	0.0000	0.0000	0.0000
advmod	0.9292	0.9609	0.9444
mark	0.8445	1.0000	0.9084
nmod	0.9382	0.8949	0.9059
punct	1.0000	0.9886	0.9941
reparandum	0.0000	0.0000	0.0000
amod	0.9632	0.9931	0.9771
xcomp	0.9500	0.5914	0.7033
cop	0.6000	0.6000	0.6000
nsubj	0.8598	0.9141	0.8823
dep	0.0000	0.0000	0.0000
iobj	0.4000	0.4000	0.4000
clf	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
parataxis	0.2000	0.2000	0.2000
obj	0.8333	0.9333	0.8681
root	0.7800	0.8000	0.7891
TOTAL	0.9058	0.9043	0.9050

