Sample: svediakorp-sec452-NyblomH_FantasierFyra, time period: 1850-1900
Metric	Precision	Recall	F1
nummod	0.0000	0.0000	0.0000
fixed	0.0000	0.0000	0.0000
goeswith	0.0000	0.0000	0.0000
root	0.4559	0.5882	0.5135
obl	0.5262	0.4516	0.4823
flat	0.5294	0.5294	0.5294
acl	0.5158	0.4492	0.4739
advcl	0.1991	0.4100	0.2594
compound	0.0000	0.0000	0.0000
expl	1.0000	1.0000	1.0000
dep	0.0000	0.0000	0.0000
orphan	0.0000	0.0000	0.0000
amod	0.6092	0.6035	0.6045
csubj	0.0000	0.0000	0.0000
iobj	0.0000	0.0000	0.0000
nmod	0.6362	0.6807	0.6548
appos	0.0000	0.0000	0.0000
parataxis	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
conj	0.3231	0.4306	0.3691
obj	0.6096	0.5688	0.5880
advmod	0.6559	0.6251	0.6354
nsubj	0.6172	0.6227	0.6194
reparandum	0.0000	0.0000	0.0000
TOTAL	0.5271	0.5355	0.5312

Average scores for time period 1800-1850(6 samples with a total of 28 sentences):
Metric	Precision	Recall	F1
vocative	0.0000	0.0000	0.0000
ccomp	0.5179	0.5179	0.5179
xcomp	0.2905	0.2755	0.2708
list	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
nummod	0.2857	0.2857	0.2857
fixed	0.0000	0.0000	0.0000
goeswith	0.0000	0.0000	0.0000
root	0.8282	0.7500	0.7781
obl	0.8107	0.7187	0.7601
flat	0.1429	0.2857	0.1878
acl	0.8095	0.5384	0.6057
advcl	0.2713	0.4286	0.3214
compound	0.6429	0.6429	0.6429
expl	0.1786	0.1786	0.1786
dep	0.0000	0.0000	0.0000
orphan	0.0000	0.0000	0.0000
amod	0.9381	0.8454	0.8870
csubj	0.2679	0.3571	0.2976
iobj	0.3571	0.3571	0.3571
nmod	0.8742	0.8569	0.8618
appos	0.0000	0.0000	0.0000
parataxis	0.3095	0.2628	0.2727
dislocated	0.0000	0.0000	0.0000
conj	0.5584	0.6790	0.6074
obj	0.6887	0.7336	0.6954
advmod	0.8869	0.8981	0.8854
nsubj	0.8418	0.8499	0.8444
reparandum	0.0000	0.0000	0.0000
TOTAL	0.7623	0.7621	0.7619

Average scores for time period 1850-1900(5 samples with a total of 24 sentences):
Metric	Precision	Recall	F1
vocative	0.0000	0.0000	0.0000
ccomp	0.1250	0.2500	0.1667
xcomp	0.7917	0.4167	0.5444
list	0.0000	0.0000	0.0000
discourse	0.0000	0.0000	0.0000
nummod	0.1250	0.1250	0.1250
fixed	0.2500	0.2500	0.2500
goeswith	0.0000	0.0000	0.0000
root	0.7976	0.7917	0.7898
obl	0.8843	0.8406	0.8591
flat	0.4167	0.3125	0.3472
acl	0.7500	0.6250	0.6769
advcl	0.5694	0.6042	0.5679
compound	0.4167	0.4167	0.4167
expl	0.0000	0.0000	0.0000
dep	0.0000	0.0000	0.0000
orphan	0.0000	0.0000	0.0000
amod	1.0000	0.9702	0.9840
csubj	0.0000	0.0000	0.0000
iobj	0.0000	0.0000	0.0000
nmod	0.8611	0.8753	0.8471
appos	0.3333	0.2292	0.2639
parataxis	0.1042	0.2083	0.1389
dislocated	0.2500	0.2500	0.2500
conj	0.7431	0.7715	0.7500
obj	0.8371	0.7776	0.7998
advmod	0.8038	0.8875	0.8383
nsubj	0.8666	0.9701	0.9140
reparandum	0.0000	0.0000	0.0000
TOTAL	0.8151	0.8200	0.8174

Average scores for time period 1900-1950(5 samples with a total of 25 sentences):
Metric	Precision	Recall	F1
vocative	0.0000	0.0000	0.0000
ccomp	0.4000	0.3333	0.3600
xcomp	0.9500	0.5914	0.7033
list	0.0000	0.0000	0.0000
discourse	0.2000	0.2000	0.2000
nummod	0.0000	0.0000	0.0000
fixed	0.1000	0.2000	0.1333
goeswith	0.0000	0.0000	0.0000
root	0.7800	0.8000	0.7891
obl	0.8833	0.8278	0.8467
flat	0.2000	0.2000	0.2000
acl	0.8900	0.9167	0.8965
advcl	0.4857	0.7200	0.5600
compound	0.9500	0.9500	0.9500
expl	0.2000	0.2000	0.2000
dep	0.0000	0.0000	0.0000
orphan	0.0000	0.0000	0.0000
amod	0.9632	0.9931	0.9771
csubj	0.2000	0.1000	0.1333
iobj	0.4000	0.4000	0.4000
nmod	0.9382	0.8949	0.9059
appos	0.4000	0.4667	0.4286
parataxis	0.2000	0.2000	0.2000
dislocated	0.0000	0.0000	0.0000
conj	0.7643	0.8363	0.7825
obj	0.8333	0.9333	0.8681
advmod	0.9292	0.9609	0.9444
nsubj	0.8598	0.9141	0.8823
reparandum	0.0000	0.0000	0.0000
TOTAL	0.8646	0.8704	0.8675

