Sample: svediakorp-sec452-NyblomH_FantasierFyra, time period: 1850-1900
Metric	Precision	Recall	F1
flat	1.0000	1.0000	1.0000
fixed	0.0000	0.0000	0.0000
nmod	0.9000	1.0000	0.9474
iobj	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
csubj	0.0000	0.0000	0.0000
expl	0.0000	0.0000	0.0000
acl	1.0000	0.3333	0.5000
dep	0.0000	0.0000	0.0000
xcomp	0.0000	0.0000	0.0000
ccomp	0.0000	0.0000	0.0000
obj	0.6667	0.6667	0.6667
mark	1.0000	1.0000	1.0000
reparandum	0.0000	0.0000	0.0000
obl	0.8571	0.6667	0.7500
aux	0.5000	1.0000	0.6667
punct	1.0000	1.0000	1.0000
advmod	1.0000	0.6667	0.8000
conj	0.6000	0.7500	0.6667
case	1.0000	1.0000	1.0000
parataxis	0.0000	0.0000	0.0000
det	0.7500	1.0000	0.8571
cop	1.0000	1.0000	1.0000
root	1.0000	1.0000	1.0000
nsubj	0.7143	0.7143	0.7143
goeswith	0.0000	0.0000	0.0000
nummod	0.0000	0.0000	0.0000
advcl	0.0000	0.0000	0.0000
vocative	0.0000	0.0000	0.0000
amod	1.0000	0.8750	0.9333
appos	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
TOTAL	0.8519	0.8519	0.8519

Sample: svediakorp-sec988-spf145, time period: 1800-1850
Metric	Precision	Recall	F1
cc	1.0000	1.0000	1.0000
discourse	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
compound	0.0000	0.0000	0.0000
orphan	0.0000	0.0000	0.0000
flat	0.0000	0.0000	0.0000
fixed	0.0000	0.0000	0.0000
nmod	0.7500	0.8182	0.7826
iobj	1.0000	1.0000	1.0000
list	0.0000	0.0000	0.0000
csubj	1.0000	1.0000	1.0000
expl	0.0000	0.0000	0.0000
acl	0.8000	1.0000	0.8889
dep	0.0000	0.0000	0.0000
xcomp	1.0000	0.2000	0.3333
ccomp	1.0000	1.0000	1.0000
obj	0.6000	1.0000	0.7500
mark	1.0000	1.0000	1.0000
reparandum	0.0000	0.0000	0.0000
obl	0.8182	0.7500	0.7826
aux	1.0000	1.0000	1.0000
punct	1.0000	1.0000	1.0000
advmod	1.0000	0.8333	0.9091
conj	0.6667	1.0000	0.8000
case	1.0000	0.8235	0.9032
parataxis	1.0000	0.8571	0.9231
det	1.0000	1.0000	1.0000
cop	1.0000	1.0000	1.0000
root	0.8000	0.8000	0.8000
nsubj	0.8235	0.8235	0.8235
goeswith	0.0000	0.0000	0.0000
nummod	0.0000	0.0000	0.0000
advcl	0.5000	0.6667	0.5714
vocative	0.0000	0.0000	0.0000
amod	0.8750	0.8750	0.8750
appos	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
TOTAL	0.8675	0.8675	0.8675

Sample: svediakorp-sec1063-spf220, time period: 1850-1900
Metric	Precision	Recall	F1
cc	1.0000	1.0000	1.0000
discourse	0.0000	0.0000	0.0000
dislocated	1.0000	1.0000	1.0000
compound	0.0000	0.0000	0.0000
orphan	0.0000	0.0000	0.0000
flat	0.0000	0.0000	0.0000
fixed	1.0000	1.0000	1.0000
nmod	1.0000	0.8750	0.9333
iobj	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
csubj	0.0000	0.0000	0.0000
expl	0.0000	0.0000	0.0000
acl	1.0000	1.0000	1.0000
dep	0.0000	0.0000	0.0000
xcomp	1.0000	0.5000	0.6667
ccomp	0.5000	1.0000	0.6667
obj	0.8889	0.8000	0.8421
mark	1.0000	0.7500	0.8571
reparandum	0.0000	0.0000	0.0000
obl	0.8889	1.0000	0.9412
aux	0.6667	1.0000	0.8000
punct	1.0000	1.0000	1.0000
advmod	0.8182	0.9000	0.8571
conj	0.8571	0.8571	0.8571
case	1.0000	1.0000	1.0000
parataxis	0.0000	0.0000	0.0000
det	1.0000	1.0000	1.0000
cop	1.0000	1.0000	1.0000
root	1.0000	1.0000	1.0000
nsubj	0.8000	0.8571	0.8276
goeswith	0.0000	0.0000	0.0000
nummod	0.0000	0.0000	0.0000
advcl	1.0000	0.7500	0.8571
vocative	0.0000	0.0000	0.0000
amod	1.0000	1.0000	1.0000
appos	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
TOTAL	0.9252	0.9252	0.9252

----------------------------------------------------------------------
Average scores for time period 1700-1750(3 samples with a total of 15 sentences):
Metric	Precision	Recall	F1
cc	0.9316	0.9032	0.9167
discourse	0.1667	0.1667	0.1667
dislocated	0.0000	0.0000	0.0000
compound	0.1333	0.2222	0.1667
orphan	0.0000	0.0000	0.0000
flat	0.0476	0.0833	0.0606
fixed	0.0000	0.0000	0.0000
nmod	0.6222	0.6508	0.6360
iobj	0.1667	0.1667	0.1667
list	0.0000	0.0000	0.0000
csubj	0.0000	0.0000	0.0000
expl	0.1667	0.3333	0.2222
acl	0.3182	0.3889	0.3492
dep	0.0000	0.0000	0.0000
xcomp	0.2500	0.4000	0.2963
ccomp	0.1905	0.1905	0.1905
obj	0.4684	0.6083	0.5139
mark	0.5256	0.3833	0.4079
reparandum	0.0000	0.0000	0.0000
obl	0.3333	0.3070	0.3190
aux	0.5000	0.5556	0.4889
punct	1.0000	1.0000	1.0000
advmod	0.6814	0.4366	0.5031
conj	0.3905	0.5185	0.4424
case	0.8689	0.8024	0.8307
parataxis	0.0833	0.1111	0.0952
det	0.9487	0.8278	0.8810
cop	0.6667	0.5333	0.5926
root	0.4667	0.4667	0.4667
nsubj	0.6974	0.7351	0.7135
goeswith	0.0000	0.0000	0.0000
nummod	0.2500	0.3333	0.2857
advcl	0.1111	0.2381	0.1515
vocative	0.0000	0.0000	0.0000
amod	0.9111	0.6991	0.7794
appos	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
TOTAL	0.6530	0.6530	0.6530

Average scores for time period 1750-1800(2 samples with a total of 17 sentences):
Metric	Precision	Recall	F1
cc	0.9622	1.0000	0.9804
discourse	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
compound	0.1765	0.5294	0.2647
orphan	0.0000	0.0000	0.0000
flat	0.5294	0.5294	0.5294
fixed	0.0000	0.0000	0.0000
nmod	0.7902	0.8655	0.8210
iobj	0.2647	0.2647	0.2647
list	0.0000	0.0000	0.0000
csubj	0.0000	0.0000	0.0000
expl	0.5294	0.5294	0.5294
acl	0.6919	0.5936	0.6263
dep	0.0000	0.0000	0.0000
xcomp	0.9412	0.4969	0.6360
ccomp	0.5000	0.2500	0.3333
obj	0.8194	0.7737	0.7954
mark	0.9389	0.6462	0.7567
reparandum	0.0000	0.0000	0.0000
obl	0.6947	0.6799	0.6857
aux	0.8874	0.8235	0.8479
punct	1.0000	1.0000	1.0000
advmod	0.7690	0.8952	0.8262
conj	0.6734	0.7906	0.7273
case	0.8949	0.9702	0.9293
parataxis	0.0000	0.0000	0.0000
det	0.9576	0.9676	0.9626
cop	1.0000	0.9244	0.9593
root	0.5294	0.5294	0.5294
nsubj	0.8580	0.8001	0.8272
goeswith	0.0000	0.0000	0.0000
nummod	0.0000	0.0000	0.0000
advcl	0.2973	0.5062	0.3647
vocative	0.0000	0.0000	0.0000
amod	0.8907	0.8304	0.8585
appos	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
TOTAL	0.8096	0.8096	0.8096

Average scores for time period 1800-1850(6 samples with a total of 28 sentences):
Metric	Precision	Recall	F1
cc	0.8917	0.8961	0.8932
discourse	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
compound	0.6429	0.6429	0.6429
orphan	0.0000	0.0000	0.0000
flat	0.1071	0.1071	0.1071
fixed	0.0000	0.0000	0.0000
nmod	0.7417	0.7957	0.7672
iobj	0.3571	0.3571	0.3571
list	0.0000	0.0000	0.0000
csubj	0.1786	0.1786	0.1786
expl	0.0000	0.0000	0.0000
acl	0.7143	0.5644	0.6033
dep	0.0000	0.0000	0.0000
xcomp	0.5417	0.3350	0.3730
ccomp	0.5476	0.6071	0.5714
obj	0.7258	0.7342	0.7178
mark	0.7862	0.7121	0.7318
reparandum	0.0000	0.0000	0.0000
obl	0.8142	0.7339	0.7705
aux	0.8080	0.8988	0.8418
punct	0.9946	1.0000	0.9973
advmod	0.8488	0.8876	0.8567
conj	0.5663	0.8219	0.6592
case	0.9827	0.9263	0.9520
parataxis	0.2500	0.2245	0.2363
det	0.9732	0.9565	0.9613
cop	0.4345	0.4133	0.4231
root	0.7857	0.7857	0.7857
nsubj	0.8155	0.7950	0.8042
goeswith	0.0000	0.0000	0.0000
nummod	0.2857	0.2857	0.2857
advcl	0.3244	0.3988	0.3520
vocative	0.0000	0.0000	0.0000
amod	0.8870	0.8636	0.8691
appos	0.0000	0.0000	0.0000
clf	0.0000	0.0000	0.0000
TOTAL	0.8383	0.8388	0.8385

Average scores for time period 1850-1900(5 samples with a total of 24 sentences):
Metric	Precision	Recall	F1
cc	0.9583	0.8958	0.9074
discourse	0.0000	0.0000	0.0000
dislocated	0.2500	0.2500	0.2500
compound	0.4167	0.4167	0.4167
orphan	0.0000	0.0000	0.0000
flat	0.2083	0.1042	0.1389
fixed	0.2500	0.2500	0.2500
nmod	0.7837	0.8753	0.8061
iobj	0.0000	0.0000	0.0000
list	0.0000	0.0000	0.0000
csubj	0.0000	0.0000	0.0000
expl	0.0000	0.0000	0.0000
acl	0.7500	0.7083	0.7269
dep	0.0000	0.0000	0.0000
xcomp	0.6528	0.4583	0.5139
ccomp	0.1250	0.2500	0.1667
obj	0.7639	0.7769	0.7499
mark	0.8202	0.9115	0.8360
reparandum	0.0000	0.0000	0.0000
obl	0.8726	0.8412	0.8530
aux	0.5000	0.4792	0.4639
punct	1.0000	1.0000	1.0000
advmod	0.7816	0.8875	0.8247
conj	0.7907	0.7358	0.7483
case	0.9811	0.9415	0.9599
parataxis	0.1042	0.2083	0.1389
det	0.9811	1.0000	0.9901
cop	0.6667	0.6667	0.6667
root	0.8333	0.8333	0.8333
nsubj	0.8635	0.8851	0.8710
goeswith	0.0000	0.0000	0.0000
nummod	0.3333	0.3333	0.3333
advcl	0.6910	0.6667	0.6620
vocative	0.0000	0.0000	0.0000
amod	1.0000	0.9702	0.9840
appos	0.2292	0.2292	0.2292
clf	0.0000	0.0000	0.0000
TOTAL	0.8763	0.8763	0.8763

Average scores for time period 1900-1950(5 samples with a total of 25 sentences):
Metric	Precision	Recall	F1
cc	1.0000	0.9400	0.9675
discourse	0.0000	0.0000	0.0000
dislocated	0.0000	0.0000	0.0000
compound	0.8500	0.9500	0.8833
orphan	0.0000	0.0000	0.0000
flat	0.2000	0.2000	0.2000
fixed	0.2000	0.2000	0.2000
nmod	0.9042	0.9061	0.8968
iobj	0.2000	0.2000	0.2000
list	0.0000	0.0000	0.0000
csubj	0.0000	0.0000	0.0000
expl	0.2000	0.2000	0.2000
acl	0.8643	0.8310	0.8461
dep	0.0000	0.0000	0.0000
xcomp	0.9143	0.5343	0.6576
ccomp	0.2000	0.1333	0.1600
obj	0.8238	0.9467	0.8717
mark	0.7827	0.9417	0.8476
reparandum	0.0000	0.0000	0.0000
obl	0.8806	0.7956	0.8329
aux	0.8111	1.0000	0.8816
punct	1.0000	1.0000	1.0000
advmod	0.9147	0.8952	0.9008
conj	0.7233	0.8392	0.7627
case	0.9857	0.9503	0.9672
parataxis	0.2000	0.1333	0.1600
det	0.9239	0.9639	0.9417
cop	0.9000	0.8000	0.8333
root	0.8400	0.8400	0.8400
nsubj	0.8224	0.8683	0.8401
goeswith	0.0000	0.0000	0.0000
nummod	0.0000	0.0000	0.0000
advcl	0.4667	0.6800	0.5327
vocative	0.0000	0.0000	0.0000
amod	0.9882	0.9862	0.9868
appos	0.3333	0.4000	0.3587
clf	0.0000	0.0000	0.0000
TOTAL	0.8886	0.8886	0.8886

